INSTANCE MEMORY_REQUIRED ITERATIONS DIRECTORY_SIZE TOTAL_2D_GRIDPOINTS TOTAL_3D_GRIDPOINTS  cores-1 cores-2 cores-4 cores-8 cores-16 cores-32 cores-64 
opl_245_C_ScaleXY_8 1118 17 1035364 12416 372480 1.0 1.0 0.183431952663 0.212328767123 0.756097560976 0.543859649123 0.397435897436 
opl_245_C_none_none 70493 17 6710886 783255 25064160 1.0 --- --- --- 16.0 17.4117647059 --- 
opl_245_ScaleXY_2 24345 20 17967500 196328 9816400 1.0 --- --- 8.0 9.44329896907 10.1215469613 --- 
opl_245_ScaleXY_4 6111 20 4769604 49276 2463800 1.0 2.0 2.35164835165 1.32919254658 2.07766990291 1.92792792793 --- 
opl_245_ScaleXY_8 1540 20 1751592 12416 595968 1.0 0.171641791045 0.133720930233 0.69696969697 0.630136986301 0.163701067616 --- 
opl_245_none_none 97124 20 11534336 783255 39162750 1.0 --- --- --- --- 32.0 31.0634146341 
project1-56M78_ScaleXY_2 26433 24 18874368 145233 11473407 1.0 --- --- 8.0 8.32142857143 9.46192893401 --- 
project1-56M78_ScaleXY_4 6644 24 5051806 36505 2774380 1.0 2.0 3.51898734177 3.97142857143 2.92631578947 2.09022556391 --- 
project1-56M78_ScaleXY_8 1679 24 1738773 9225 691875 1.0 0.225190839695 0.247899159664 0.232283464567 0.634408602151 0.508620689655 --- 
project1-56M78_none_none 105444 24 12582912 579361 45769519 1.0 --- --- --- --- 32.0 31.1926605505 
project2-02M46_ScaleXY_2 1256 18 1468006 7134 470844 1.0 1.06060606061 1.25 0.583333333333 0.729166666667 0.230263157895 0.246478873239 
project2-02M46_ScaleXY_4 318 18 401408 1804 119064 1.0 0.88 0.95652173913 --- 0.44 0.188034188034 0.152777777778 
project2-02M46_ScaleXY_8 100 18 146432 462 29568 1.0 1.0 0.888888888889 0.246153846154 0.363636363636 0.129032258065 0.113475177305 
project2-02M46_none_none 4758 18 2831155 27030 1783980 1.0 1.27710843373 1.79661016949 1.85964912281 1.73770491803 1.27710843373 0.746478873239 
project3-04M96_ScaleXY_2 2340 11 1782579 24883 870905 1.0 1.07407407407 1.45 1.03571428571 1.52631578947 0.783783783784 0.591836734694 
