Requirements:  APPLICATION_NAME=generation  
INSTANCE  MAX_2D_GRIDPOINTS_PER_PROCESS  DURATION  
CA1_scenario2_ScaleXY_8  90.0  281.480942011  
CA1_scenario2_ScaleXY_4  389.16  349.921796083  
Greater_Mars_Ursa_ScaleXY_8  145.92  46.9047350883  
CA1_scenario2_ScaleXY_2  1572.48  648.13356185  
Greater_Mars_Ursa_ScaleXY_8  40.0  97.1473169327  
Greater_Mars_Ursa_ScaleXY_8  20.0  121.318250895  
CA1_scenario2_ScaleXY_2  2695.68  783.247713089  
Greater_Mars_Ursa_ScaleXY_8  12.0  164.603164196  
Greater_Mars_Ursa_ScaleXY_8  79.04  215.617773056  
Hohonu_2d_v1_200mA_none_none  1183.628  408.181699991  
Hohonu_2d_v1_200mA_none_none  594.0  585.743064165  
Hohonu_2d_v1_200mA_none_none  298.0  600.801470041  
CA1_scenario2_ScaleXY_2  418.14  354.446542978  
F3_Salt_none_none  2.0  8.22798395157  
Friesian_ScaleXY_2  1728.0  115.020332098  
Friesian_ScaleXY_2  864.0  147.962080956  
CA1_scenario2_ScaleXY_8  45.0  287.36513114  
F3_Salt_none_none  1.0  12.3317599297  
F3_SeaBed_none_none  2.0  8.38825011253  
CA1_scenario2_ScaleXY_8  24.99  254.012909889  
Friesian_ScaleXY_4  432.0  51.5369009972  
Friesian_ScaleXY_4  108.0  59.6499569416  
Friesian_ScaleXY_4  54.0  62.4068660736  
Friesian_ScaleXY_4  216.0  104.305121183  
Friesian_ScaleXY_8  108.0  53.2273349762  
Friesian_ScaleXY_8  54.0  56.5189340115  
Friesian_ScaleXY_8  30.0  55.5728621483  
Greater_Mars_Ursa_ScaleXY_4  558.752  144.639389992  
Greater_Mars_Ursa_ScaleXY_4  160.0  186.741405964  
0FaultTest01_ScaleXY_4  48.0  31.3897650242  
Greater_Mars_Ursa_ScaleXY_4  80.0  212.834636927  
Greater_Mars_Ursa_ScaleXY_4  303.088  283.223917961  
Gron_Olaf_nod_newHC_ScaleXY_8  345.06  1084.54417896  
F3_SeaBed_none_none  1.0  8.97386407852  
Friesian_ScaleXY_8  9.0  71.3396229744  
Greater_Mars_Ursa_ScaleXY_2  2163.168  238.882356882  
Friesian_ScaleXY_2  432.0  135.232436895  
CA1_scenario2_none_none  3345.03  966.38893199  
Gron_Olaf_nod_newHC_ScaleXY_4  2103.3  2695.97796106  
Friesian_ScaleXY_2  216.0  73.8952970505  
30_30_Regional_A_ScaleXY_4  234.0  221.439282179  
WR_Section1_none_none  136.0  190.149106979  
CA1_scenario2_none_none  1672.515  615.716613054  
CA1_scenario2_none_none  10829.075  2622.79495215  
89_Acquifer_mig_none_none  36.0  38.5679140091  
89_Acquifer_mig_none_none  18.0  43.6714661121  
Greater_Mars_Ursa_ScaleXY_2  1180.448  472.988090992  
0FaultTest01_ScaleXY_2  96.0  25.5049130917  
89_Acquifer_mig_ScaleXY_2  9.0  104.677443981  
CA1_scenario2_ScaleXY_2  220.0  926.80655694  
30_30_Regional_A_ScaleXY_8  63.0  544.051527977  
89_Acquifer_mig_ScaleXY_2  6.0  138.651458025  
CA1_scenario2_ScaleXY_2  110.04  2061.205374  
AANVG_Reduced_TCalib5Small_ScaleXY_2  384.0  74.2054851055  
AANVG_Reduced_TCalib5Small_ScaleXY_8  24.0  41.3234741688  
0FaultTest01_ScaleXY_4  24.0  22.4077429771  
Gron_Olaf_nod_newHC_ScaleXY_4  712.908  1481.6584661  
Gron_Olaf_nod_newHC_ScaleXY_4  482.76  1520.85001111  
AANVG_Reduced_TCalib5Small_none_none  1504.0  105.497247219  
AANVG_Reduced_TCalib5Small_ScaleXY_4  96.0  50.8768539429  
89_Acquifer_mig_ScaleXY_2  4.0  98.3237450123  
AMT2007_SandLayers_L4GL_FULL_isolated_none_none  15.0  42.1477861404  
AMT2007_SandLayers_L4GL_FULL_nosandmap_none_none  135.0  46.9493398666  
Greater_Mars_Ursa_ScaleXY_2  304.0  177.475193024  
AMT2007_SandLayers_L4GL_FULL_isolated_ScaleXY_2  72.0  25.1378719807  
Friesian_ScaleXY_8  15.0  52.5048019886  
AMT_IO_Pressure_Model_none_none  135.0  40.8272531033  
AANVG_Reduced_TCalib5Small_ScaleXY_2  192.0  72.5875329971  
AANVG_Reduced_TCalib5Small_ScaleXY_4  48.0  57.0443470478  
AANVG_Reduced_TCalib5Small_ScaleXY_8  12.0  32.8638000488  
0FaultTest01_ScaleXY_8  6.0  30.939677  
AANVG_Reduced_TCalib5Small_none_none  768.0  109.127124786  
0FaultTest01_none_none  384.0  50.4818339348  
Gron_Olaf_nod_newHC_ScaleXY_2  8379.504  82588.6216879  
HB_test_sand_none_none  202.0  5.14062714577  
AMT2007_SandLayers_L4GL_FULL_isolated_ScaleXY_2  40.0  43.9252328873  
HPHTLwrRchLwTOC_ScaleXY_2  312.312  38.5669820309  
CA1_scenario2_ScaleXY_4  60.0  253.007600069  
HPHTLwrRchLwTOC_ScaleXY_4  77.064  29.3756358624  
Gron_Olaf_nod_newHC_ScaleXY_2  1974.888  2864.41338801  
CA1_scenario2_ScaleXY_8  15.0  218.601174116  
HB_test_sand_none_none  102.0  8.37566709518  
Gron_Olaf_nod_newHC_ScaleXY_4  1379.322  1914.83515787  
Greater_Mars_Ursa_ScaleXY_2  608.0  110.639644146  
Greater_Mars_Ursa_none_none  8357.04  724.966191053  
Greater_Mars_Ursa_none_none  4366.86  430.706449986  
HPHTLwrRchLwTOC_ScaleXY_2  156.156  43.9585449696  
Greater_Mars_Ursa_none_none  2220.0  275.729375124  
HPHTLwrRchLwTOC_ScaleXY_8  17.983  25.7680220604  
Gron_Olaf_nod_newHC_ScaleXY_2  5432.508  88406.921144  
CA1_scenario2_none_none  858.0  605.908521891  
30_30_Regional_A_ScaleXY_2  1836.0  481.02512002  
30_30_Regional_A_ScaleXY_2  3066.12  662.716148138  
Gron_Olaf_nod_newHC_ScaleXY_8  187.04  668.184796095  
Greater_Mars_Ursa_none_none  1110.0  271.465641975  
30_30_Regional_A_ScaleXY_2  8620.326  4007.38783407  
Gron_Olaf_nod_newHC_ScaleXY_2  567.0  3079.47849703  
HB_test_sand_none_none  52.0  14.3956780434  
30_30_Regional_A_ScaleXY_2  936.0  315.466402054  
HPHTLwrRchLwTOC_ScaleXY_2  79.937  57.0931661129  
HPHTLwrRchLwTOC_ScaleXY_2  69.979  68.4513418674  
HPHTLwrRchLwTOC_ScaleXY_4  42.042  39.1955947876  
HPHTLwrRchLwTOC_ScaleXY_4  16.002  59.9686329365  
Friesian_ScaleXY_2  108.0  85.2068059444  
HPHTLwrRchLwTOC_ScaleXY_8  11.004  41.3670370579  
Friesian_ScaleXY_4  30.0  77.9238450527  
Greater_Mars_Ursa_ScaleXY_4  40.0  184.022861004  
HPHTLwrRchLwTOC_ScaleXY_4  22.981  39.7666649818  
Gron_Olaf_nod_newHC_ScaleXY_8  118.95  806.193919897  
HPHTLwrRchLwTOC_ScaleXY_8  11.004  35.9337100983  
Gron_Olaf_nod_newHC_ScaleXY_2  1095.444  2547.00812602  
K3AllSand_ScaleXY_4  1910.748  13.4640009403  
CA1_scenario2_ScaleXY_4  30.0  450.870283127  
Friesian_ScaleXY_8  6.0  105.816287994  
Greater_Mars_Ursa_none_none  570.0  282.697162867  
K3AllSand_ScaleXY_2  1932.0  19.4462409019  
Gron_Olaf_nod_newHC_ScaleXY_4  289.872  1427.00778103  
K3AllSand_ScaleXY_8  472.857  10.3464660645  
Friesian_ScaleXY_2  54.0  191.075783968  
K3AllSand_ScaleXY_4  966.0  17.7165570259  
Gron_Olaf_nod_newHC_ScaleXY_8  70.0  1021.23739505  
HB_test_sand_none_none  26.0  13.8356699944  
K3AllSand_ScaleXY_4  483.0  18.7190520763  
K3AllSand_ScaleXY_4  252.0  20.7814819813  
Greater_Mars_Ursa_ScaleXY_8  6.0  230.370106936  
K3AllSand_ScaleXY_8  241.92  19.2091929913  
K3AllSand_ScaleXY_8  132.0  14.4855709076  
CA1_scenario2_ScaleXY_8  9.0  336.043793917  
K3_CBM_DIONISOS_SAND1_ScaleXY_8  472.857  11.6470189095  
Gron_Olaf_nod_newHC_none_none  6186.6  7342.26652384  
K3_CBM_DIONISOS_SAND1_ScaleXY_8  241.92  16.7445089817  
Friesian_ScaleXY_4  15.0  131.669327021  
Gron_Olaf_nod_newHC_none_none  9840.6  10794.03093  
K3_CBM_DIONISOS_SAND1_ScaleXY_4  483.0  20.7622020245  
CA1_scenario2_none_none  440.22  674.273835897  
HPHTLwrRchLwTOC_ScaleXY_8  5.0  43.5253589153  
K3_CBM_DIONISOS_SAND1_ScaleXY_8  132.0  16.9724309444  
HPHTLwrRchLwTOC_none_none  267.02  76.2266299725  
K3_CBM_DIONISOS_SAND1_ScaleXY_4  252.0  23.5254819393  
Hohonu_2d_v1_200mA_none_none  150.0  208.351817131  
LargeSMTest_ScaleXY_2  1728.0  6.32819199562  
LargeSMTest_ScaleXY_2  864.0  10.8125631809  
K3AllSand_ScaleXY_2  966.0  22.0009260178  
Gron_Olaf_nod_newHC_none_none  3185.0  4658.41882801  
HB_test_sand_none_none  14.0  22.0441119671  
Greater_Mars_Ursa_ScaleXY_2  80.0  244.385059118  
HPHTLwrRchLwTOC_ScaleXY_2  49.0  66.9922499657  
K3AllSand_ScaleXY_4  66.0  34.0997419357  
HPHTLwrRchLwTOC_ScaleXY_4  9.0  90.1264369488  
K3_CBM_DIONISOS_SAND1_ScaleXY_8  36.0  26.4238491058  
K3_CBM_DIONISOS_SAND1_ScaleXY_8  66.0  19.983932972  
LargeSMTest_ScaleXY_2  432.0  11.6762290001  
LargeSMTest_ScaleXY_2  216.0  15.2852041721  
LargeSMTest_ScaleXY_4  432.0  5.29921913147  
LargeSMTest_ScaleXY_4  216.0  9.61470603943  
LargeSMTest_ScaleXY_4  108.0  10.8594520092  
LargeSMTest_ScaleXY_4  54.0  13.5727939606  
LargeSMTest_ScaleXY_8  108.0  5.01592707634  
LargeSMTest_ScaleXY_8  54.0  8.83452105522  
LargeSMTest_ScaleXY_8  30.0  10.8989160061  
LargeSMTest_ScaleXY_8  15.0  13.547960043  
LunskoyeDeepHT_ScaleXY_4  571.32  71.0100729465  
LunskoyeDeepHT_ScaleXY_8  399.28  41.7212569714  
LunskoyeDeepHT_ScaleXY_4  898.38  82.8165428638  
LunskoyeDeepHT_ScaleXY_4  1603.08  123.252213001  
Greater_Mars_Ursa_ScaleXY_4  20.0  235.034693003  
K3AllSand_ScaleXY_8  66.0  17.7944750786  
LunskoyeDeepHT_ScaleXY_8  228.896  46.445250988  
LunskoyeDeepHT_ScaleXY_8  140.94  43.2159810066  
LunskoyeDeepL4_ScaleXY_4  571.32  82.0879330635  
LunskoyeDeepL4_ScaleXY_8  228.896  49.1307320595  
LunskoyeDeepL4_ScaleXY_8  399.28  55.9508869648  
LunskoyeDeepL4_ScaleXY_4  898.38  90.801320076  
LunskoyeDeepL4_ScaleXY_4  286.005  85.6409659386  
LunskoyeDeepL4_ScaleXY_8  140.94  48.8995950222  
LunskoyeDeepL4_ScaleXY_4  1603.08  131.081713915  
HPHTLwrRchLwTOC_ScaleXY_8  4.0  86.4505300522  
K3AllSand_none_none  21672.0  58.5081179142  
HPHTLwrRchLwTOC_none_none  169.0  106.753992081  
L2_Mdst50Pct_NonGeoLoop_none_none  2913.084  19.5314359665  
K3_CBM_DIONISOS_SAND1_ScaleXY_2  3821.496  21.3068499565  
K3_CBM_DIONISOS_SAND1_ScaleXY_2  7605.78  23.4536478519  
Gron_Olaf_nod_newHC_none_none  19435.78  19985.9276299  
K3AllSand_ScaleXY_2  483.0  31.6489200592  
K3_CBM_DIONISOS_SAND1_ScaleXY_2  966.0  26.6808049679  
L2_Mdst50Pct_NonGeoLoop_none_none  1458.0  22.4436399937  
Greater_Mars_Ursa_none_none  285.0  363.175472021  
K3AllSand_none_none  2709.0  24.6983468533  
Hohonu_2d_v1_200mA_none_none  76.0  279.571821928  
L2_Mdst50Pct_NonGeoLoop_none_none  730.0  24.1845510006  
L2_Mdst50Pct_NonGeoLoop_none_none  366.0  27.5128929615  
K3AllSand_ScaleXY_4  132.0  27.54164505  
LunskoyeDeepHT_ScaleXY_2  6401.34  433.02396512  
LunskoyeDeepHT_ScaleXY_2  627.75  149.087762833  
LunskoyeDeepHT_ScaleXY_2  2259.135  202.263000965  
LunskoyeDeepHT_ScaleXY_2  3568.5  251.569780111  
Gron_Olaf_nod_newHC_ScaleXY_4  154.0  1780.11830401  
LunskoyeDeepHT_ScaleXY_2  1163.43  137.950716972  
K3AllSand_ScaleXY_8  36.0  18.331952095  
LargeSMTest_ScaleXY_2  108.0  22.1721630096  
LunskoyeDeepHT_ScaleXY_4  170.016  79.6792378426  
LunskoyeDeepL4_ScaleXY_2  3568.5  252.515560865  
LunskoyeDeepHT_ScaleXY_4  286.005  67.1062541008  
LunskoyeDeepL4_ScaleXY_2  2259.135  199.960000992  
LunskoyeDeepHT_ScaleXY_8  72.96  53.5450539589  
K3AllSand_none_none  704.0  68.7291288376  
LunskoyeDeep_test_GSY_ScaleXY_2  3568.5  12.7147760391  
LunskoyeDeep_test_GSY_ScaleXY_4  1603.08  8.06782984734  
K3_CBM_DIONISOS_SAND1_ScaleXY_2  483.0  34.6711959839  
LunskoyeDeepL4_ScaleXY_2  1163.43  136.504016876  
K3_CBM_DIONISOS_SAND1_ScaleXY_4  132.0  29.8504559994  
LunskoyeDeep_test_GSY_ScaleXY_2  2261.88  13.7489368916  
LunskoyeDeep_test_GSY_ScaleXY_4  898.38  12.7516040802  
LunskoyeDeep_test_GSY_ScaleXY_4  571.32  13.1159250736  
LunskoyeDeep_test_GSY_ScaleXY_4  286.005  16.1653079987  
LunskoyeDeep_test_GSY_ScaleXY_8  399.28  6.80534982681  
LunskoyeDeep_test_GSY_ScaleXY_8  228.896  10.4851689339  
LunskoyeDeep_test_GSY_ScaleXY_8  140.94  12.2273049355  
LunskoyeDeep_test_GSY_ScaleXY_8  44.016  21.0499060154  
Gron_Olaf_nod_newHC_ScaleXY_8  35.0  1408.29651284  
LunskoyeV2005_08_ScaleXY_2  10980.0  4.39901590347  
LunskoyeV2005_08_ScaleXY_2  5490.0  8.00253605843  
LunskoyeDeep_test_GSY_ScaleXY_8  72.96  15.0701107979  
LunskoyeV2005_08_ScaleXY_2  2745.0  9.41429305077  
LunskoyeV2005_08_ScaleXY_2  1395.0  12.6323120594  
LunskoyeV2005_08_ScaleXY_4  2745.0  4.04852485657  
LunskoyeV2005_08_ScaleXY_4  184.0  19.0116260052  
LunskoyeV2005_08_ScaleXY_4  1395.0  8.15608096123  
LunskoyeV2005_08_ScaleXY_4  713.0  9.43279099464  
LunskoyeV2005_08_ScaleXY_4  368.0  12.724668026  
LunskoyeV2005_08_ScaleXY_8  713.0  4.48737382889  
LunskoyeV2005_08_ScaleXY_8  368.0  9.03497219086  
LunskoyeV2005_08_ScaleXY_8  192.0  9.96429991722  
LunskoyeV2005_08_ScaleXY_8  96.0  12.5247659683  
LunskoyeV2005_08_none_none  9.0  4.22893095016  
LunskoyeV2005_08_none_none  6.0  7.68985915184  
LunskoyeV2005_08_none_none  4.0  9.32270789146  
LwrRachmat_ScaleXY_2  315.072  34.0134902  
LwrRachmat_ScaleXY_2  165.024  32.6007499695  
LwrRachmat_ScaleXY_2  88.992  34.3857159615  
LwrRachmat_ScaleXY_2  65.016  41.8794958591  
LunskoyeDeepL4_ScaleXY_8  72.96  48.9471688271  
LunskoyeV2005_08_ScaleXY_2  720.0  19.3336830139  
LwrRachmat_ScaleXY_4  78.048  23.9632849693  
LwrRachmat_ScaleXY_4  43.992  26.9871819019  
LwrRachmat_ScaleXY_4  24.984  29.8494501114  
LwrRachmat_ScaleXY_4  9.0  67.9623148441  
LwrRachmat_ScaleXY_4  16.002  41.4865338802  
LwrRachmat_ScaleXY_8  19.008  24.1479401588  
LwrRachmat_ScaleXY_8  12.006  28.4351789951  
LwrRachmat_none_none  640.512  62.9644329548  
LwrRachmat_none_none  336.96  53.0868549347  
LwrRachmat_none_none  256.032  62.6967241764  
L2_Mdst50Pct_NonGeoLoop_none_none  184.0  32.9438860416  
LunskoyeDeep_test_GSY_ScaleXY_2  1166.22  18.5082890987  
LwrRachmat_ScaleXY_8  8.001  42.1858341694  
Gron_Olaf_nod_newHC_none_none  30262.295  31657.349757  
LargeSMTest_ScaleXY_4  30.0  20.885258913  
LunskoyeV2005_08_ScaleXY_8  48.0  19.1073970795  
LwrRachmat_ScaleXY_8  6.0  43.3778941631  
LargeSMTest_ScaleXY_8  9.0  21.4088490009  
LunskoyeDeepHT_ScaleXY_8  44.016  109.71677494  
LunskoyeDeepL4_ScaleXY_2  627.75  127.019818068  
Gron_Olaf_nod_newHC_none_none  1610.0  3605.78122091  
LunskoyeDeepL4_ScaleXY_4  170.016  85.9381468296  
HB_test_sand_none_none  8.0  38.3141849041  
LunskoyeDeepL4_ScaleXY_8  44.016  85.5587649345  
LwrRachmat_ScaleXY_2  36.0  52.8110461235  
LunskoyeDeep_test_GSY_ScaleXY_2  627.75  24.3155109882  
HPHTLwrRchLwTOC_ScaleXY_2  28.0  160.298481941  
LunskoyeDeep_test_GSY_ScaleXY_4  170.016  33.7514481544  
LunskoyeDeepHT_ScaleXY_2  368.0  182.623515844  
HPHTLwrRchLwTOC_ScaleXY_4  6.0  113.420029879  
LwrRachmat_ScaleXY_8  4.0  60.4800460339  
LunskoyeDeepL4_ScaleXY_2  368.0  149.118872881  
K3_CBM_DIONISOS_SAND1_none_none  21672.0  18.4201741219  
BrowseExtensionHigh3_ScaleXY_8  1994.44  895.07997179  
LunskoyeDeep_test_GSY_none_none  25605.36  8.89236497879  
K3_CBM_DIONISOS_SAND1_none_none  10836.0  21.8019728661  
BrowseExtensionHigh3_ScaleXY_8  1140.02  603.550421953  
LunskoyeDeep_test_GSY_none_none  14317.92  13.129776001  
AMT2007_SandLayers_L4GL_FULL_nosandmap_none_none  255.0  25.3547399044  
BrowseExtensionHigh3_ScaleXY_8  831.81  496.319730043  
K3_CBM_DIONISOS_SAND1_none_none  5418.0  25.3474831581  
LunskoyeDeep_test_GSY_none_none  9058.5  15.9157400131  
BrowseExtensionHigh3_ScaleXY_8  444.924  446.095375061  
LunskoyeDeep_test_GSY_none_none  4617.09  18.2608880997  
BrowseExtensionHigh3_ScaleXY_8  306.0  527.565757036  
30_30_Regional_A_ScaleXY_2  468.0  593.576555967  
BrowseExtensionHigh3_ScaleXY_8  153.0  827.093253136  
LunskoyeDeep_test_GSY_ScaleXY_2  368.0  46.0677280426  
K3_CBM_DIONISOS_SAND1_none_none  2709.0  26.6932020187  
LargeSMTest_ScaleXY_2  54.0  32.7452321053  
LwrRachmat_ScaleXY_2  18.0  122.780853033  
K3_CBM_DIONISOS_SAND1_none_none  1376.0  33.0694470406  
LunskoyeDeepHT_none_none  9058.5  696.472470999  
LunskoyeDeepHT_none_none  2527.2  302.816654205  
LunskoyeDeepHT_none_none  14317.92  924.101457834  
LunskoyeDeepHT_none_none  25605.36  1661.02918816  
LunskoyeDeepHT_none_none  4611.6  441.750972033  
HPHTLwrRchLwTOC_none_none  91.0  127.469646931  
AMT_IO_Pressure_Model_ScaleXY_4  ---  30.3397049904  
project2-02M46_none_none  13460.94  19.260461092  
project2-02M46_none_none  25137.9  34.9471750259  
project3-04M96_none_none  99234.0  8206.44224215  
Acquifer-00M03_none_none  66.0  20.7854111195  
Acquifer-00M03_ScaleXY_2  18.0  19.661864996  
Acquifer-00M03_none_none  36.0  34.1298878193  
Acquifer-00M03_ScaleXY_2  9.0  28.768253088  
Acquifer-00M03_ScaleXY_4  6.0  18.2540020943  
Acquifer-00M03_ScaleXY_4  4.0  28.145179987  
project2-02M46_none_none  3440.0  24.4196600914  
project2-02M46_ScaleXY_2  899.294  20.9513909817  
project2-02M46_none_none  1720.0  28.4605150223  
project2-02M46_ScaleXY_4  227.997  18.7684080601  
project2-02M46_ScaleXY_8  65.01  17.0989840031  
project2-02M46_ScaleXY_2  462.0  29.6808819771  
project2-02M46_ScaleXY_4  117.975  23.3674209118  
project2-02M46_ScaleXY_8  34.992  21.2170948982  
Acquifer-00M03_none_none  18.0  72.1425921917  
project2-02M46_none_none  880.0  40.6708698273  
project3-04M96_none_none  24883.0  761.79958415  
project3-04M96_ScaleXY_2  3150.0  275.088541985  
project3-04M96_none_none  6300.0  440.124878883  
project3-04M96_ScaleXY_4  798.0  98.1654880047  
project3-04M96_ScaleXY_8  209.0  56.9873509407  
project2-02M46_ScaleXY_2  231.0  44.417137146  
project4-00M19_none_none  480.0  21.9504728317  
project4-00M19_none_none  240.0  26.9091148376  
project3-04M96_ScaleXY_2  1596.0  147.91157198  
project2-02M46_ScaleXY_4  64.02  38.6606738567  
project5-00M38_none_none  960.0  471.359797001  
project2-02M46_ScaleXY_8  18.0  40.1184718609  
project3-04M96_ScaleXY_4  399.0  69.124986887  
project5-00M38_ScaleXY_2  240.0  233.073830128  
project3-04M96_ScaleXY_8  110.0  54.1276938915  
project5-00M38_ScaleXY_4  60.0  213.257041931  
project3-04M96_none_none  3150.0  288.064908028  
project5-00M38_none_none  480.0  374.189023018  
Acquifer-00M03_none_none  9.0  106.405204058  
project2-02M46_none_none  440.0  69.043186903  
project2-02M46_ScaleXY_2  121.0  65.6890099049  
project2-02M46_ScaleXY_4  33.984  58.7402219772  
project2-02M46_ScaleXY_8  9.0  60.5050051212  
project3-04M96_none_none  1596.0  334.491685867  
project3-04M96_ScaleXY_2  798.0  142.969045877  
project3-04M96_ScaleXY_2  399.0  177.35357523  
project3-04M96_ScaleXY_4  209.0  94.8016908169  
project3-04M96_ScaleXY_4  110.0  121.429776907  
project3-04M96_ScaleXY_8  60.0  79.5489881039  
project3-04M96_ScaleXY_8  30.0  258.787642002  
project4-00M19_none_none  120.0  46.7744009495  
project4-00M19_none_none  60.0  68.4311451912  
project5-00M38_none_none  240.0  499.066992998  
project5-00M38_ScaleXY_2  120.0  264.162204027  
project5-00M38_ScaleXY_2  60.0  370.851089001  
project5-00M38_ScaleXY_4  30.0  205.693994999  
project5-00M38_none_none  120.0  608.764713049  
project5-00M38_ScaleXY_4  15.0  298.63124299  
project5-00M38_ScaleXY_8  15.0  111.919016123  
project5-00M38_ScaleXY_8  9.0  154.449512959  
project5-00M38_ScaleXY_8  6.0  259.216650009  
project5-00M38_ScaleXY_2  30.0  438.01238513  
project5-00M38_ScaleXY_4  10.0  442.691054821  
30_30_Regional_A_ScaleXY_8  35.0  480.542479038  
30_30_Regional_A_ScaleXY_4  117.0  651.5963099  
89_Acquifer_mig_none_none  9.0  186.708316088  
Hohonu_2d_v1_200mA_none_none  38.0  461.263714075  
K3AllSand_ScaleXY_2  252.0  42.2646420002  
K3AllSand_ScaleXY_8  18.0  34.3461549282  
K3_CBM_DIONISOS_SAND1_none_none  704.0  43.194316864  
K3_CBM_DIONISOS_SAND1_ScaleXY_2  252.0  47.9104800224  
K3_CBM_DIONISOS_SAND1_ScaleXY_4  66.0  39.068543911  
K3_CBM_DIONISOS_SAND1_ScaleXY_8  18.0  35.7336318493  
L2_Mdst50Pct_NonGeoLoop_none_none  92.0  45.932145834  
LargeSMTest_ScaleXY_4  15.0  29.9775400162  
AANVG_Reduced_TCalib5Small_none_none  384.0  98.7217371464  
AANVG_Reduced_TCalib5Small_ScaleXY_2  96.0  312.919128895  
AANVG_Reduced_TCalib5Small_ScaleXY_4  24.0  385.500705004  
AMT2007_SandLayers_L4GL_FULL_isolated_none_none  9.0  63.5499699116  
AMT2007_SandLayers_L4GL_FULL_isolated_ScaleXY_2  24.0  66.5365080833  
AMT2007_SandLayers_L4GL_FULL_nosandmap_none_none  75.0  66.8764359951  
AMT2007_SandLayers_L4GL_FULL_nosandmap_ScaleXY_2  24.0  63.8253939152  
AMT_IO_Pressure_Model_none_none  75.0  28.3938610554  
Friesian_ScaleXY_2  30.0  181.087428093  
AMT_IO_Pressure_Model_ScaleXY_2  24.0  68.8426580429  
BrowseExtensionHigh3_ScaleXY_8  81.0  1143.51528907  
Friesian_ScaleXY_4  9.0  139.252398014  
Greater_Mars_Ursa_none_none  150.0  544.076559067  
Greater_Mars_Ursa_ScaleXY_2  40.0  467.534240007  
Greater_Mars_Ursa_ScaleXY_4  12.0  404.910974979  
Gron_Olaf_nod_newHC_none_none  810.0  4701.38647699  
Gron_Olaf_nod_newHC_ScaleXY_2  285.12  4133.13667607  
LargeSMTest_ScaleXY_2  30.0  58.1922340393  
Gron_Olaf_nod_newHC_ScaleXY_4  78.036  3537.76076293  
HB_test_sand_none_none  4.0  59.9055581093  
Gron_Olaf_nod_newHC_ScaleXY_8  21.0  2206.3956461  
Hohonu_2d_v1_200mA_none_none  20.0  1018.49045491  
K3AllSand_ScaleXY_2  132.0  69.076887846  
HPHTLwrRchLwTOC_none_none  49.0  188.352494001  
HPHTLwrRchLwTOC_ScaleXY_2  16.0  180.790291071  
K3AllSand_none_none  352.0  66.983025074  
K3AllSand_ScaleXY_4  36.0  26.4273347855  
K3AllSand_ScaleXY_8  9.0  63.7442529202  
K3_CBM_DIONISOS_SAND1_ScaleXY_2  132.0  69.7801129818  
K3_CBM_DIONISOS_SAND1_none_none  352.0  67.5732569695  
K3_CBM_DIONISOS_SAND1_ScaleXY_4  36.0  67.8148219585  
K3_CBM_DIONISOS_SAND1_ScaleXY_8  9.0  63.636341095  
0FaultTest01_ScaleXY_4  1504.0  4.16744399071  
AdvecTest_none_none  2601.0  5.436191082  
AdvecTest_none_none  1326.0  9.26981782913  
AdvecTest_none_none  676.0  10.0005850792  
AdvecTest_none_none  338.0  13.0725162029  
AdvecTest_none_none  169.0  18.1994040012  
AdvecTest_ScaleXY_2  676.0  5.30890703201  
AdvecTest_ScaleXY_2  338.0  8.69198799133  
AdvecTest_ScaleXY_2  169.0  9.9698870182  
AdvecTest_ScaleXY_2  91.0  12.8115439415  
AdvecTest_ScaleXY_2  49.0  18.5487399101  
AdvectionErosionTest_none_none  2601.0  5.21925592422  
AdvectionErosionTest_none_none  1326.0  10.2085828781  
AdvectionErosionTest_none_none  676.0  9.82803010941  
AdvectionErosionTest_none_none  338.0  12.8936760426  
AdvectionErosionTest_none_none  169.0  19.4644370079  
AdvectionErosionTest_ScaleXY_2  676.0  4.58859610558  
AdvectionErosionTest_ScaleXY_2  338.0  8.5085849762  
AdvectionErosionTest_ScaleXY_2  169.0  9.5532438755  
AdvectionErosionTest_ScaleXY_2  91.0  12.5056829453  
AdvectionErosionTest_ScaleXY_2  49.0  17.7897498608  
AdvectionFault_none_none  1089.0  5.89534091949  
AdvectionFault_none_none  561.0  10.828938961  
AdvectionFault_none_none  289.0  11.0685741901  
AdvectionFault_none_none  153.0  13.7546110153  
AdvectionFault_ScaleXY_2  289.0  5.16740679741  
AdvectionFault_none_none  81.0  20.9961202145  
AdvectionFault_ScaleXY_2  153.0  8.87867689133  
AdvectionFault_ScaleXY_2  81.0  11.3882038593  
AdvectionFault_ScaleXY_2  45.0  12.8519251347  
AdvecTest_none_none  91.0  37.3888039589  
AdvecTest_ScaleXY_2  28.0  29.9370589256  
AdvecTest_none_none  49.0  55.1200630665  
BigProject-44M18_ScaleXY_8  16641.0  7.09997797012  
BigProject-44M18_ScaleXY_8  8385.0  11.1435830593  
BigProject-44M18_ScaleXY_8  4225.0  11.7108931541  
BigProject-44M18_ScaleXY_8  2145.0  14.1829388142  
BigProject-44M18_ScaleXY_8  1089.0  20.4104549885  
AdvectionErosionTest_none_none  91.0  36.2634520531  
LargeSMTest_none_none  3408.0  11.2955238819  
LargeSMTest_none_none  864.0  14.5589408875  
AdvectionErosionTest_ScaleXY_2  28.0  32.8640170097  
IOtest-95M00_ScaleXY_8  7875.0  11.7154829502  
